epoch,lr-Adam,step,train_bpd
,0.001,0,
0,,49,1.4101489782333374
0,,99,1.2315394878387451
0,,149,1.2528553009033203
0,,199,1.262763500213623
0,,249,1.1972112655639648
0,,299,1.0767552852630615
